

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 30 19  16      -0.002       0.850       VALID       VALID  
               5 30 20  17       0.005       0.839       VALID       VALID  
               5 30 21  18      -0.016       0.842       VALID       VALID  
               5 30 22  19       0.000       0.824       VALID       VALID  
               5 30 23  1a      -0.006       0.832       VALID       VALID  
               5 30 24  1b      -0.001       0.842       VALID       VALID  
               5 30 25  1c       0.006       0.844       VALID       VALID  
               5 30 26  1d       0.006       0.831       VALID       VALID  
               5 30 27  1e      -0.001       0.840       VALID       VALID  
               5 30 28  1f       0.002       0.840       VALID       VALID  
               5 30 30  00       0.005       0.830       VALID       VALID  
               5 30 31  01       0.002       0.832       VALID       VALID  
               5 30 32  02       0.011       0.847       VALID       VALID  
               5 30 33  03      -0.022       0.839       VALID       VALID  
               5 30 34  04       0.011       0.840       VALID       VALID  
               5 30 35  05      -0.001       0.835       VALID       VALID  
               5 30 36  06       0.012       0.836       VALID       VALID  
               5 30 37  07       0.009       0.841       VALID       VALID  
               5 30 38  08       0.004       0.825       VALID       VALID  
               5 30 39  09      -0.001       0.817       VALID       VALID  
               5 30 40  0a      -0.002       0.836       VALID       VALID  
               5 30 41  0b      -0.005       0.832       VALID       VALID  
               5 30 42  0c       0.005       0.825       VALID       VALID  
               5 30 43  0d       0.004       0.827       VALID       VALID  
               5 30 44  0e       0.002       0.844       VALID       VALID  
               5 30 45  0f      -0.007       0.822       VALID       VALID  
               5 30 46  10       0.004       0.846       VALID       VALID  
               5 30 47  11      -0.001       0.839       VALID       VALID  
               5 30 48  12       0.001       0.845       VALID       VALID  
               5 30 49  13      -0.005       0.829       VALID       VALID  
               5 30 50  14       0.015       0.835       VALID       VALID  
               5 30 51  15      -0.004       0.836       VALID       VALID  
               5 30 52  16       0.001       0.832       VALID       VALID  
               5 30 53  17      -0.006       0.826       VALID       VALID  
               5 30 54  18      -0.007       0.827       VALID       VALID  
               5 30 55  19       0.007       0.826       VALID       VALID  
               5 30 56  1a       0.012       0.831       VALID       VALID  
               5 30 57  1b      -0.004       0.835       VALID       VALID  
               5 30 58  1c       0.001       0.832       VALID       VALID  
               5 30 59  1d      -0.009       0.830       VALID       VALID  
               5 31  0  1e       0.001       0.829       VALID       VALID  
               5 31  1  1f       0.004       0.837       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 405

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 31  2  00       0.005       0.827       VALID       VALID  
               5 31  3  01       0.006       0.831       VALID       VALID  
               5 31  4  02       0.002       0.832       VALID       VALID  
               5 31  5  03      -0.002       0.826       VALID       VALID  
               5 31  6  04       0.009       0.835       VALID       VALID  
               5 31  7  05      -0.004       0.836       VALID       VALID  
               5 31  8  06      -0.011       0.826       VALID       VALID  
               5 31  9  07       0.007       0.817       VALID       VALID  
               5 31 10  08      -0.004       0.846       VALID       VALID  
               5 31 12  09      -0.002       0.832       VALID       VALID  
               5 31 13  0a      -0.004       0.837       VALID       VALID  
               5 31 14  0b      -0.005       0.835       VALID       VALID  
               5 31 15  0c      -0.012       0.842       VALID       VALID  
               5 31 16  0d       0.006       0.842       VALID       VALID  
               5 31 17  0e      -0.001       0.827       VALID       VALID  
               5 31 18  0f      -0.005       0.822       VALID       VALID  
               5 31 19  10       0.010       0.832       VALID       VALID  
               5 31 20  11       0.011       0.812       VALID       VALID  
               5 31 21  12       0.005       0.835       VALID       VALID  
               5 31 22  13      -0.004       0.836       VALID       VALID  
               5 31 23  14      -0.006       0.834       VALID       VALID  
               5 31 24  15       0.000       0.831       VALID       VALID  
               5 31 25  16       0.002       0.837       VALID       VALID  
               5 31 26  17       0.002       0.834       VALID       VALID  
               5 31 27  18       0.000       0.829       VALID       VALID  
               5 31 28  19       0.004       0.826       VALID       VALID  
               5 31 29  1a      -0.015       0.834       VALID       VALID  
               5 31 30  1b       0.009       0.836       VALID       VALID  
               5 31 31  1c      -0.007       0.836       VALID       VALID  
               5 31 32  1d      -0.002       0.829       VALID       VALID  
               5 31 33  1e      -0.002       0.839       VALID       VALID  
               5 31 34  1f       0.005       0.847       VALID       VALID  
               5 31 35  00      -0.006       0.830       VALID       VALID  
               5 31 36  01       0.002       0.819       VALID       VALID  
               5 31 37  02      -0.007       0.825       VALID       VALID  
               5 31 38  03      -0.001       0.844       VALID       VALID  
               5 31 39  04       0.010       0.835       VALID       VALID  
               5 31 40  05       0.014       0.832       VALID       VALID  
               5 31 41  06       0.016       0.826       VALID       VALID  
               5 31 42  07      -0.002       0.845       VALID       VALID  
               5 31 43  08       0.001       0.836       VALID       VALID  
               5 31 44  09      -0.001       0.826       VALID       VALID  
               5 31 45  0a       0.009       0.835       VALID       VALID  
               5 31 46  0b       0.004       0.827       VALID       VALID  
               5 31 47  0c      -0.010       0.839       VALID       VALID  
               5 31 48  0d      -0.004       0.832       VALID       VALID  
               5 31 49  0e       0.009       0.835       VALID       VALID  
               5 31 50  0f      -0.009       0.830       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 406

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 31 51  10      -0.007       0.839       VALID       VALID  
               5 31 52  11       0.004       0.836       VALID       VALID  
               5 31 53  12       0.005       0.837       VALID       VALID  
               5 31 55  13       0.004       0.819       VALID       VALID  
               5 31 56  14       0.001       0.827       VALID       VALID  
               5 31 57  15       0.005       0.821       VALID       VALID  
               5 31 58  16       0.001       0.829       VALID       VALID  
               5 31 59  17      -0.004       0.831       VALID       VALID  
               5 32  0  18       0.012       0.825       VALID       VALID  
               5 32  1  19       0.005       0.827       VALID       VALID  
               5 32  2  1a      -0.005       0.830       VALID       VALID  
               5 32  3  1b      -0.011       0.824       VALID       VALID  
               5 32  4  1c       0.005       0.836       VALID       VALID  
               5 32  5  1d       0.010       0.826       VALID       VALID  
               5 32  6  1e       0.007       0.830       VALID       VALID  
               5 32  7  1f       0.006       0.835       VALID       VALID  
               5 32  8  00      -0.001       0.835       VALID       VALID  
               5 32  9  01       0.004       0.825       VALID       VALID  
               5 32 10  02       0.014       0.842       VALID       VALID  
               5 32 11  03       0.004       0.826       VALID       VALID  
               5 32 12  04       0.002       0.842       VALID       VALID  
               5 32 13  05      -0.002       0.831       VALID       VALID  
               5 32 14  06      -0.005       0.825       VALID       VALID  
               5 32 15  07      -0.007       0.840       VALID       VALID  
               5 32 16  08       0.000       0.827       VALID       VALID  
               5 32 17  09       0.007       0.846       VALID       VALID  
               5 32 18  0a      -0.007       0.835       VALID       VALID  
               5 32 19  0b      -0.005       0.830       VALID       VALID  
               5 32 20  0c       0.001       0.831       VALID       VALID  
               5 32 21  0d      -0.010       0.820       VALID       VALID  
               5 32 22  0e       0.010       0.836       VALID       VALID  
               5 32 23  0f       0.010       0.832       VALID       VALID  
               5 32 24  10      -0.019       0.841       VALID       VALID  
               5 32 25  11      -0.018       0.821       VALID       VALID  
               5 32 26  12      -0.011       0.842       VALID       VALID  
               5 32 27  13      -0.006       0.825       VALID       VALID  
               5 32 28  14      -0.002       0.827       VALID       VALID  
               5 32 29  15       0.000       0.855       VALID       VALID  
               5 32 30  16       0.005       0.831       VALID       VALID  
               5 32 31  17      -0.006       0.834       VALID       VALID  
               5 32 32  18      -0.001       0.832       VALID       VALID  
               5 32 33  19       0.004       0.824       VALID       VALID  
               5 32 34  1a       0.001       0.831       VALID       VALID  
               5 32 35  1b      -0.004       0.839       VALID       VALID  
               5 32 36  1c       0.005       0.831       VALID       VALID  
               5 32 38  1d       0.007       0.836       VALID       VALID  
               5 32 39  1e      -0.005       0.827       VALID       VALID  
               5 32 40  1f       0.000       0.816       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 407

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 32 41  00       0.005       0.839       VALID       VALID  
               5 32 42  01       0.002       0.840       VALID       VALID  
               5 32 43  02      -0.001       0.847       VALID       VALID  
               5 32 44  03       0.021       0.829       VALID       VALID  
               5 32 45  04       0.000       0.842       VALID       VALID  
               5 32 46  05       0.001       0.822       VALID       VALID  
               5 32 47  06       0.000       0.821       VALID       VALID  
               5 32 48  07       0.018       0.816       VALID       VALID  
               5 32 49  08       0.002       0.845       VALID       VALID  
               5 32 50  09       0.005       0.836       VALID       VALID  
               5 32 51  0a       0.009       0.821       VALID       VALID  
               5 32 52  0b      -0.005       0.835       VALID       VALID  
               5 32 53  0c       0.006       0.840       VALID       VALID  
               5 32 54  0d       0.010       0.820       VALID       VALID  
               5 32 55  0e       0.006       0.824       VALID       VALID  
               5 32 56  0f      -0.002       0.841       VALID       VALID  
               5 32 57  10      -0.004       0.854       VALID       VALID  
               5 32 58  11      -0.009       0.827       VALID       VALID  
               5 32 59  12      -0.001       0.827       VALID       VALID  
               5 33  0  13       0.006       0.832       VALID       VALID  
               5 33  1  14      -0.001       0.826       VALID       VALID  
               5 33  2  15      -0.019       0.831       VALID       VALID  
               5 33  3  16      -0.007       0.826       VALID       VALID  
               5 33  4  17      -0.001       0.824       VALID       VALID  
               5 33  5  18      -0.001       0.836       VALID       VALID  
               5 33  6  19       0.002       0.840       VALID       VALID  
               5 33  7  1a       0.000       0.841       VALID       VALID  
               5 33  8  1b      -0.001       0.846       VALID       VALID  
               5 33  9  1c       0.002       0.834       VALID       VALID  
               5 33 10  1d      -0.006       0.830       VALID       VALID  
               5 33 11  1e      -0.010       0.825       VALID       VALID  
               5 33 12  1f      -0.002       0.835       VALID       VALID  
               5 33 13  00      -0.007       0.837       VALID       VALID  
               5 33 14  01       0.011       0.841       VALID       VALID  
               5 33 15  02      -0.004       0.835       VALID       VALID  
               5 33 16  03      -0.005       0.834       VALID       VALID  
               5 33 17  04      -0.009       0.849       VALID       VALID  
               5 33 18  05      -0.001       0.814       VALID       VALID  
               5 33 20  06      -0.011       0.839       VALID       VALID  
               5 33 21  07       0.007       0.835       VALID       VALID  
               5 33 22  08      -0.001       0.840       VALID       VALID  
               5 33 23  09       0.012       0.827       VALID       VALID  
               5 33 24  0a      -0.002       0.835       VALID       VALID  
               5 33 25  0b       0.006       0.810       VALID       VALID  
               5 33 26  0c      -0.005       0.836       VALID       VALID  
               5 33 27  0d      -0.006       0.829       VALID       VALID  
               5 33 28  0e       0.000       0.831       VALID       VALID  
               5 33 29  0f      -0.007       0.825       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 408

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 33 30  10       0.011       0.814       VALID       VALID  
               5 33 31  11       0.007       0.830       VALID       VALID  
               5 33 32  12      -0.016       0.820       VALID       VALID  
               5 33 33  13      -0.005       0.826       VALID       VALID  
               5 33 34  14      -0.002       0.825       VALID       VALID  
               5 33 35  15       0.004       0.822       VALID       VALID  
               5 33 36  16       0.001       0.827       VALID       VALID  
               5 33 37  17      -0.001       0.829       VALID       VALID  
               5 33 38  18      -0.001       0.832       VALID       VALID  
               5 33 39  19      -0.001       0.844       VALID       VALID  
               5 33 40  1a      -0.001       0.839       VALID       VALID  
               5 33 41  1b       0.001       0.830       VALID       VALID  
               5 33 42  1c       0.000       0.829       VALID       VALID  
               5 33 43  1d       0.005       0.841       VALID       VALID  
               5 33 44  1e       0.007       0.822       VALID       VALID  
               5 33 45  1f       0.001       0.832       VALID       VALID  
               5 33 46  00       0.005       0.839       VALID       VALID  
               5 33 47  01       0.006       0.821       VALID       VALID  
               5 33 48  02      -0.002       0.829       VALID       VALID  
               5 33 49  03       0.005       0.827       VALID       VALID  
               5 33 50  04       0.010       0.825       VALID       VALID  
               5 33 51  05       0.006       0.836       VALID       VALID  
               5 33 52  06      -0.014       0.836       VALID       VALID  
               5 33 53  07       0.004       0.827       VALID       VALID  
               5 33 54  08       0.000       0.831       VALID       VALID  
               5 33 55  09       0.001       0.831       VALID       VALID  
               5 33 56  0a       0.018       0.827       VALID       VALID  
               5 33 57  0b       0.006       0.814       VALID       VALID  
               5 33 58  0c       0.010       0.825       VALID       VALID  
               5 33 59  0d       0.000       0.836       VALID       VALID  
               5 34  0  0e      -0.001       0.832       VALID       VALID  
               5 34  1  0f       0.010       0.819       VALID       VALID  
               5 34  3  10       0.002       0.820       VALID       VALID  
               5 34  4  11      -0.009       0.844       VALID       VALID  
               5 34  5  12      -0.004       0.839       VALID       VALID  
               5 34  6  13       0.010       0.830       VALID       VALID  
               5 34  7  14       0.002       0.845       VALID       VALID  
               5 34  8  15      -0.005       0.831       VALID       VALID  
               5 34  9  16       0.004       0.842       VALID       VALID  
               5 34 10  17       0.019       0.834       VALID       VALID  
               5 34 11  18       0.010       0.821       VALID       VALID  
               5 34 12  19      -0.010       0.835       VALID       VALID  
               5 34 13  1a      -0.001       0.822       VALID       VALID  
               5 34 14  1b       0.015       0.841       VALID       VALID  
               5 34 15  1c       0.007       0.829       VALID       VALID  
               5 34 16  1d       0.007       0.834       VALID       VALID  
               5 34 17  1e      -0.007       0.825       VALID       VALID  
               5 34 18  1f       0.000       0.840       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 409

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 34 19  00      -0.012       0.859       VALID       VALID  
               5 34 20  01       0.011       0.830       VALID       VALID  
               5 34 21  02      -0.011       0.847       VALID       VALID  
               5 34 22  03      -0.006       0.822       VALID       VALID  
               5 34 23  04      -0.011       0.827       VALID       VALID  
               5 34 24  05       0.000       0.832       VALID       VALID  
               5 34 25  06      -0.002       0.842       VALID       VALID  
               5 34 26  07       0.001       0.825       VALID       VALID  
               5 34 27  08      -0.002       0.839       VALID       VALID  
               5 34 28  09       0.016       0.834       VALID       VALID  
               5 34 29  0a       0.005       0.821       VALID       VALID  
               5 34 30  0b       0.011       0.831       VALID       VALID  
               5 34 31  0c       0.001       0.831       VALID       VALID  
               5 34 32  0d      -0.016       0.830       VALID       VALID  
               5 34 33  0e       0.009       0.840       VALID       VALID  
               5 34 34  0f       0.000       0.822       VALID       VALID  
               5 34 35  10      -0.002       0.835       VALID       VALID  
               5 34 36  11       0.004       0.830       VALID       VALID  
               5 34 37  12       0.000       0.844       VALID       VALID  
               5 34 38  13      -0.011       0.817       VALID       VALID  
               5 34 39  14      -0.014       0.824       VALID       VALID  
               5 34 40  15      -0.011       0.830       VALID       VALID  
               5 34 41  16       0.000       0.826       VALID       VALID  
               5 34 42  17      -0.016       0.835       VALID       VALID  
               5 34 43  18      -0.009       0.839       VALID       VALID  
               5 34 44  19      -0.002       0.832       VALID       VALID  
               5 34 46  1a       0.000       0.842       VALID       VALID  
               5 34 47  1b      -0.010       0.844       VALID       VALID  
               5 34 48  1c       0.004       0.832       VALID       VALID  
               5 34 49  1d       0.016       0.824       VALID       VALID  
               5 34 50  1e       0.002       0.825       VALID       VALID  
               5 34 51  1f      -0.014       0.834       VALID       VALID  
               5 34 52  00       0.007       0.839       VALID       VALID  
               5 34 53  01       0.000       0.825       VALID       VALID  
               5 34 54  02      -0.002       0.840       VALID       VALID  
               5 34 55  03      -0.006       0.827       VALID       VALID  
               5 34 56  04       0.001       0.829       VALID       VALID  
               5 34 57  05       0.005       0.835       VALID       VALID  
               5 34 58  06      -0.012       0.842       VALID       VALID  
               5 34 59  07       0.004       0.830       VALID       VALID  
               5 35  0  08      -0.001       0.835       VALID       VALID  
               5 35  1  09       0.006       0.831       VALID       VALID  
               5 35  2  0a      -0.002       0.839       VALID       VALID  
               5 35  3  0b       0.004       0.831       VALID       VALID  
               5 35  4  0c      -0.005       0.836       VALID       VALID  
               5 35  5  0d      -0.001       0.836       VALID       VALID  
               5 35  6  0e      -0.018       0.842       VALID       VALID  
               5 35  7  0f       0.002       0.837       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 410

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 35  8  10       0.011       0.839       VALID       VALID  
               5 35  9  11      -0.004       0.835       VALID       VALID  
               5 35 10  12       0.001       0.827       VALID       VALID  
               5 35 11  13       0.009       0.834       VALID       VALID  
               5 35 12  14      -0.002       0.834       VALID       VALID  
               5 35 13  15      -0.004       0.830       VALID       VALID  
               5 35 14  16       0.019       0.840       VALID       VALID  
               5 35 15  17       0.001       0.846       VALID       VALID  
               5 35 16  18      -0.007       0.842       VALID       VALID  
               5 35 17  19       0.012       0.842       VALID       VALID  
               5 35 18  1a      -0.001       0.831       VALID       VALID  
               5 35 19  1b      -0.006       0.851       VALID       VALID  
               5 35 20  1c       0.000       0.825       VALID       VALID  
               5 35 21  1d       0.005       0.837       VALID       VALID  
               5 35 22  1e       0.009       0.832       VALID       VALID  
               5 35 23  1f       0.011       0.837       VALID       VALID  
               5 35 24  00       0.006       0.827       VALID       VALID  
               5 35 25  01       0.014       0.827       VALID       VALID  
               5 35 26  02       0.000       0.837       VALID       VALID  
               5 35 28  03      -0.001       0.835       VALID       VALID  
               5 35 29  04       0.002       0.819       VALID       VALID  
               5 35 30  05      -0.001       0.834       VALID       VALID  
               5 35 31  06      -0.001       0.825       VALID       VALID  
               5 35 32  07       0.001       0.837       VALID       VALID  
               5 35 33  08       0.002       0.846       VALID       VALID  
               5 35 34  09       0.001       0.836       VALID       VALID  
               5 35 35  0a       0.012       0.822       VALID       VALID  
               5 35 36  0b      -0.004       0.811       VALID       VALID  
               5 35 37  0c       0.005       0.831       VALID       VALID  
               5 35 38  0d      -0.005       0.837       VALID       VALID  
               5 35 39  0e      -0.004       0.847       VALID       VALID  
               5 35 40  0f       0.007       0.834       VALID       VALID  
               5 35 41  10       0.007       0.822       VALID       VALID  
               5 35 42  11       0.001       0.824       VALID       VALID  
               5 35 43  12      -0.012       0.834       VALID       VALID  
               5 35 44  13      -0.001       0.831       VALID       VALID  
               5 35 45  14       0.007       0.822       VALID       VALID  
               5 35 46  15       0.005       0.830       VALID       VALID  
               5 35 47  16      -0.010       0.829       VALID       VALID  
               5 35 48  17      -0.005       0.826       VALID       VALID  
               5 35 49  18      -0.005       0.836       VALID       VALID  
               5 35 50  19       0.002       0.829       VALID       VALID  
               5 35 51  1a      -0.016       0.832       VALID       VALID  
               5 35 52  1b       0.000       0.836       VALID       VALID  
               5 35 53  1c       0.007       0.824       VALID       VALID  
               5 35 54  1d      -0.007       0.835       VALID       VALID  
               5 35 55  1e       0.006       0.836       VALID       VALID  
               5 35 56  1f      -0.004       0.830       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 411

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 35 57  00       0.005       0.825       VALID       VALID  
               5 35 58  01      -0.010       0.822       VALID       VALID  
               5 35 59  02       0.000       0.845       VALID       VALID  
               5 36  0  03       0.007       0.829       VALID       VALID  
               5 36  1  04       0.009       0.827       VALID       VALID  
               5 36  2  05       0.006       0.834       VALID       VALID  
               5 36  3  06      -0.005       0.830       VALID       VALID  
               5 36  4  07      -0.002       0.844       VALID       VALID  
               5 36  5  08       0.014       0.814       VALID       VALID  
               5 36  6  09      -0.004       0.829       VALID       VALID  
               5 36  7  0a      -0.005       0.830       VALID       VALID  
               5 36  8  0b       0.004       0.825       VALID       VALID  
               5 36  9  0c      -0.001       0.835       VALID       VALID  
               5 36 11  0d      -0.009       0.844       VALID       VALID  
               5 36 12  0e      -0.010       0.840       VALID       VALID  
               5 36 13  0f       0.006       0.821       VALID       VALID  
               5 36 14  10       0.007       0.842       VALID       VALID  
               5 36 15  11      -0.006       0.837       VALID       VALID  
               5 36 16  12      -0.011       0.840       VALID       VALID  
               5 36 17  13       0.007       0.829       VALID       VALID  
               5 36 18  14      -0.002       0.847       VALID       VALID  
               5 36 19  15       0.000       0.841       VALID       VALID  
               5 36 20  16      -0.016       0.837       VALID       VALID  
               5 36 21  17       0.007       0.795       VALID       VALID  
               5 36 22  18       0.001       0.834       VALID       VALID  
               5 36 23  19      -0.010       0.820       VALID       VALID  
               5 36 24  1a      -0.005       0.854       VALID       VALID  
               5 36 25  1b       0.006       0.831       VALID       VALID  
               5 36 26  1c      -0.007       0.819       VALID       VALID  
               5 36 27  1d       0.001       0.827       VALID       VALID  
               5 36 28  1e       0.016       0.825       VALID       VALID  
               5 36 29  1f      -0.006       0.826       VALID       VALID  
               5 36 30  00       0.011       0.831       VALID       VALID  
               5 36 31  01      -0.007       0.834       VALID       VALID  
               5 36 32  02       0.006       0.835       VALID       VALID  
               5 36 33  03       0.011       0.831       VALID       VALID  
               5 36 34  04      -0.004       0.825       VALID       VALID  
               5 36 35  05       0.001       0.822       VALID       VALID  
               5 36 36  06      -0.010       0.811       VALID       VALID  
               5 36 37  07      -0.002       0.825       VALID       VALID  
               5 36 38  08      -0.006       0.827       VALID       VALID  
               5 36 39  09      -0.009       0.840       VALID       VALID  
               5 36 40  0a       0.004       0.821       VALID       VALID  
               5 36 41  0b       0.002       0.825       VALID       VALID  
               5 36 42  0c      -0.007       0.839       VALID       VALID  
               5 36 43  0d      -0.004       0.842       VALID       VALID  
               5 36 44  0e      -0.007       0.837       VALID       VALID  
               5 36 45  0f      -0.004       0.831       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 412

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:44


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               5 36 46  10      -0.014       0.822       VALID       VALID  
               5 36 47  11       0.010       0.841       VALID       VALID  
               5 36 48  12       0.005       0.824       VALID       VALID  
               5 36 49  13       0.004       0.831       VALID       VALID  
               5 36 50  14      -0.002       0.834       VALID       VALID  
               5 36 51  15       0.001       0.830       VALID       VALID  
               5 36 52  16       0.004       0.841       VALID       VALID  
               5 36 54  17      -0.007       0.826       VALID       VALID  
               5 36 55  18      -0.011       0.841       VALID       VALID  
               5 36 56  19       0.005       0.831       VALID       VALID  
               5 36 57  1a       0.005       0.841       VALID       VALID  
               5 36 58  1b       0.000       0.832       VALID       VALID  
               5 36 59  1c      -0.007       0.832       VALID       VALID  
               5 37  0  1d       0.004       0.840       VALID       VALID  
               5 37  1  1e       0.011       0.836       VALID       VALID  
               5 37  2  1f      -0.002       0.831       VALID       VALID  
               5 37  3  00       0.009       0.846       VALID       VALID  
               5 37  4  01       0.002       0.831       VALID       VALID  
               5 37  5  02      -0.007       0.835       VALID       VALID  
               5 37  6  03      -0.001       0.846       VALID       VALID  
               5 37  7  04      -0.001       0.839       VALID       VALID  
               5 37  8  05      -0.002       0.825       VALID       VALID  
               5 37  9  06      -0.015       0.830       VALID       VALID  
               5 37 10  07      -0.009       0.837       VALID       VALID  
               5 37 11  08      -0.018       0.835       VALID       VALID  
               5 37 12  09      -0.001       0.832       VALID       VALID  
               5 37 13  0a       0.000       0.832       VALID       VALID  
               5 37 14  0b       0.012       0.821       VALID       VALID  
               5 37 15  0c      -0.004       0.835       VALID       VALID  
               5 37 16  0d       0.002       0.831       VALID       VALID  
               5 37 17  0e       0.007       0.831       VALID       VALID  
               5 37 18  0f       0.006       0.825       VALID       VALID  
               5 37 19  10      -0.015       0.835       VALID       VALID  
               5 37 20  11      -0.011       0.831       VALID       VALID  
               5 37 21  12       0.004       0.831       VALID       VALID  
               5 37 22  13      -0.004       0.847       VALID       VALID  
               5 37 23  14       0.007       0.824       VALID       VALID  
               5 37 24  15      -0.001       0.831       VALID       VALID  
               5 37 25  16       0.007       0.829       VALID       VALID  
               5 37 26  17      -0.004       0.834       VALID       VALID  
               5 37 27  18       0.001       0.814       VALID       VALID  
               5 37 28  19       0.012       0.826       VALID       VALID  
               5 37 29  1a      -0.010       0.819       VALID       VALID  
               5 37 30  1b      -0.009       0.840       VALID       VALID  
               5 37 31  1c      -0.007       0.841       VALID       VALID  
