

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 1  

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               1 59 40  1f       0.009       0.834       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 147

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               1 59 41  00       0.002       0.839       VALID       VALID  
               1 59 42  01      -0.015       0.847       VALID       VALID  
               1 59 43  02      -0.002       0.840       VALID       VALID  
               1 59 44  03      -0.009       0.830       VALID       VALID  
               1 59 45  04      -0.001       0.830       VALID       VALID  
               1 59 46  05      -0.018       0.837       VALID       VALID  
               1 59 47  06       0.000       0.822       VALID       VALID  
               1 59 48  07       0.001       0.844       VALID       VALID  
               1 59 49  08      -0.002       0.834       VALID       VALID  
               1 59 50  09       0.014       0.842       VALID       VALID  
               1 59 51  0a       0.001       0.844       VALID       VALID  
               1 59 52  0b       0.001       0.839       VALID       VALID  
               1 59 53  0c       0.009       0.850       VALID       VALID  
               1 59 54  0d       0.000       0.830       VALID       VALID  
               1 59 55  0e      -0.007       0.839       VALID       VALID  
               1 59 56  0f       0.005       0.841       VALID       VALID  
               1 59 57  10      -0.007       0.845       VALID       VALID  
               1 59 58  11       0.001       0.839       VALID       VALID  
               1 59 59  12       0.009       0.825       VALID       VALID  
               2  0  0  13       0.015       0.841       VALID       VALID  
               2  0  2  14       0.002       0.837       VALID       VALID  
               2  0  3  15       0.000       0.844       VALID       VALID  
               2  0  4  16       0.004       0.854       VALID       VALID  
               2  0  5  17       0.010       0.839       VALID       VALID  
               2  0  6  18       0.014       0.826       VALID       VALID  
               2  0  7  19      -0.006       0.847       VALID       VALID  
               2  0  8  1a       0.005       0.847       VALID       VALID  
               2  0  9  1b      -0.001       0.829       VALID       VALID  
               2  0 10  1c      -0.002       0.822       VALID       VALID  
               2  0 11  1d      -0.007       0.840       VALID       VALID  
               2  0 12  1e      -0.006       0.839       VALID       VALID  
               2  0 13  1f      -0.005       0.836       VALID       VALID  
               2  0 14  00       0.004       0.837       VALID       VALID  
               2  0 15  01      -0.005       0.852       VALID       VALID  
               2  0 16  02      -0.009       0.842       VALID       VALID  
               2  0 17  03      -0.002       0.840       VALID       VALID  
               2  0 18  04      -0.002       0.839       VALID       VALID  
               2  0 19  05       0.009       0.819       VALID       VALID  
               2  0 20  06      -0.005       0.836       VALID       VALID  
               2  0 21  07      -0.007       0.834       VALID       VALID  
               2  0 22  08      -0.005       0.835       VALID       VALID  
               2  0 23  09       0.006       0.835       VALID       VALID  
               2  0 24  0a      -0.007       0.868       VALID       VALID  
               2  0 25  0b       0.002       0.836       VALID       VALID  
               2  0 26  0c      -0.004       0.840       VALID       VALID  
               2  0 27  0d      -0.007       0.822       VALID       VALID  
               2  0 28  0e      -0.004       0.840       VALID       VALID  
               2  0 29  0f       0.009       0.831       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 148

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  0 30  10       0.006       0.822       VALID       VALID  
               2  0 31  11      -0.005       0.836       VALID       VALID  
               2  0 32  12       0.004       0.835       VALID       VALID  
               2  0 33  13       0.006       0.857       VALID       VALID  
               2  0 34  14       0.019       0.840       VALID       VALID  
               2  0 35  15      -0.006       0.822       VALID       VALID  
               2  0 36  16      -0.001       0.822       VALID       VALID  
               2  0 37  17      -0.006       0.837       VALID       VALID  
               2  0 38  18       0.000       0.847       VALID       VALID  
               2  0 39  19      -0.005       0.840       VALID       VALID  
               2  0 40  1a      -0.011       0.836       VALID       VALID  
               2  0 41  1b      -0.006       0.842       VALID       VALID  
               2  0 42  1c       0.000       0.834       VALID       VALID  
               2  0 43  1d       0.002       0.845       VALID       VALID  
               2  0 45  1e       0.001       0.850       VALID       VALID  
               2  0 46  1f       0.005       0.829       VALID       VALID  
               2  0 47  00      -0.011       0.842       VALID       VALID  
               2  0 48  01      -0.020       0.827       VALID       VALID  
               2  0 49  02      -0.005       0.837       VALID       VALID  
               2  0 50  03      -0.001       0.834       VALID       VALID  
               2  0 51  04      -0.001       0.850       VALID       VALID  
               2  0 52  05       0.006       0.845       VALID       VALID  
               2  0 53  06       0.010       0.844       VALID       VALID  
               2  0 54  07      -0.007       0.834       VALID       VALID  
               2  0 55  08      -0.010       0.850       VALID       VALID  
               2  0 56  09       0.007       0.845       VALID       VALID  
               2  0 57  0a      -0.007       0.845       VALID       VALID  
               2  0 58  0b      -0.004       0.844       VALID       VALID  
               2  0 59  0c       0.001       0.829       VALID       VALID  
               2  1  0  0d       0.000       0.842       VALID       VALID  
               2  1  1  0e      -0.005       0.841       VALID       VALID  
               2  1  2  0f      -0.004       0.844       VALID       VALID  
               2  1  3  10      -0.001       0.850       VALID       VALID  
               2  1  4  11       0.005       0.840       VALID       VALID  
               2  1  5  12      -0.011       0.831       VALID       VALID  
               2  1  6  13      -0.001       0.841       VALID       VALID  
               2  1  7  14      -0.004       0.825       VALID       VALID  
               2  1  8  15      -0.007       0.836       VALID       VALID  
               2  1  9  16       0.000       0.834       VALID       VALID  
               2  1 10  17       0.000       0.854       VALID       VALID  
               2  1 11  18      -0.006       0.844       VALID       VALID  
               2  1 12  19       0.011       0.840       VALID       VALID  
               2  1 13  1a       0.010       0.836       VALID       VALID  
               2  1 14  1b      -0.001       0.827       VALID       VALID  
               2  1 15  1c      -0.001       0.836       VALID       VALID  
               2  1 16  1d       0.012       0.836       VALID       VALID  
               2  1 17  1e      -0.015       0.840       VALID       VALID  
               2  1 18  1f      -0.007       0.844       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 149

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  1 19  00      -0.006       0.841       VALID       VALID  
               2  1 20  01      -0.014       0.830       VALID       VALID  
               2  1 21  02      -0.002       0.851       VALID       VALID  
               2  1 22  03      -0.001       0.837       VALID       VALID  
               2  1 23  04       0.004       0.844       VALID       VALID  
               2  1 24  05      -0.016       0.825       VALID       VALID  
               2  1 25  06      -0.002       0.830       VALID       VALID  
               2  1 27  07      -0.012       0.842       VALID       VALID  
               2  1 28  08       0.004       0.846       VALID       VALID  
               2  1 29  09      -0.014       0.825       VALID       VALID  
               2  1 30  0a      -0.009       0.812       VALID       VALID  
               2  1 31  0b      -0.001       0.844       VALID       VALID  
               2  1 32  0c      -0.005       0.839       VALID       VALID  
               2  1 33  0d       0.004       0.835       VALID       VALID  
               2  1 34  0e      -0.009       0.836       VALID       VALID  
               2  1 35  0f       0.001       0.839       VALID       VALID  
               2  1 36  10       0.000       0.841       VALID       VALID  
               2  1 37  11       0.005       0.844       VALID       VALID  
               2  1 38  12      -0.010       0.827       VALID       VALID  
               2  1 39  13      -0.002       0.836       VALID       VALID  
               2  1 40  14       0.005       0.834       VALID       VALID  
               2  1 41  15      -0.001       0.834       VALID       VALID  
               2  1 42  16       0.006       0.855       VALID       VALID  
               2  1 43  17      -0.001       0.852       VALID       VALID  
               2  1 44  18      -0.005       0.856       VALID       VALID  
               2  1 45  19      -0.001       0.837       VALID       VALID  
               2  1 46  1a       0.005       0.841       VALID       VALID  
               2  1 47  1b       0.014       0.840       VALID       VALID  
               2  1 48  1c       0.010       0.841       VALID       VALID  
               2  1 49  1d      -0.016       0.834       VALID       VALID  
               2  1 50  1e       0.004       0.832       VALID       VALID  
               2  1 51  1f       0.000       0.834       VALID       VALID  
               2  1 52  00      -0.004       0.839       VALID       VALID  
               2  1 53  01      -0.005       0.832       VALID       VALID  
               2  1 54  02      -0.002       0.829       VALID       VALID  
               2  1 55  03      -0.002       0.849       VALID       VALID  
               2  1 56  04      -0.004       0.830       VALID       VALID  
               2  1 57  05       0.006       0.830       VALID       VALID  
               2  1 58  06      -0.014       0.810       VALID       VALID  
               2  1 59  07       0.006       0.841       VALID       VALID  
               2  2  0  08       0.004       0.836       VALID       VALID  
               2  2  1  09      -0.001       0.835       VALID       VALID  
               2  2  2  0a      -0.004       0.831       VALID       VALID  
               2  2  3  0b      -0.002       0.841       VALID       VALID  
               2  2  4  0c       0.007       0.837       VALID       VALID  
               2  2  5  0d      -0.016       0.849       VALID       VALID  
               2  2  6  0e      -0.004       0.827       VALID       VALID  
               2  2  7  0f      -0.001       0.840       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 150

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  2  8  10      -0.004       0.834       VALID       VALID  
               2  2 10  11      -0.002       0.844       VALID       VALID  
               2  2 11  12       0.009       0.831       VALID       VALID  
               2  2 12  13      -0.012       0.840       VALID       VALID  
               2  2 13  14      -0.007       0.857       VALID       VALID  
               2  2 14  15      -0.001       0.831       VALID       VALID  
               2  2 15  16       0.004       0.837       VALID       VALID  
               2  2 16  17       0.004       0.836       VALID       VALID  
               2  2 17  18       0.010       0.832       VALID       VALID  
               2  2 18  19      -0.007       0.856       VALID       VALID  
               2  2 19  1a      -0.006       0.849       VALID       VALID  
               2  2 20  1b      -0.002       0.847       VALID       VALID  
               2  2 21  1c       0.002       0.849       VALID       VALID  
               2  2 22  1d       0.001       0.822       VALID       VALID  
               2  2 23  1e       0.007       0.840       VALID       VALID  
               2  2 24  1f       0.019       0.832       VALID       VALID  
               2  2 25  00       0.004       0.830       VALID       VALID  
               2  2 26  01       0.001       0.827       VALID       VALID  
               2  2 27  02       0.009       0.842       VALID       VALID  
               2  2 28  03       0.012       0.840       VALID       VALID  
               2  2 29  04      -0.005       0.829       VALID       VALID  
               2  2 30  05      -0.001       0.831       VALID       VALID  
               2  2 31  06       0.006       0.846       VALID       VALID  
               2  2 32  07       0.009       0.832       VALID       VALID  
               2  2 33  08      -0.004       0.845       VALID       VALID  
               2  2 34  09      -0.001       0.839       VALID       VALID  
               2  2 35  0a      -0.022       0.835       VALID       VALID  
               2  2 36  0b      -0.011       0.847       VALID       VALID  
               2  2 37  0c       0.001       0.839       VALID       VALID  
               2  2 38  0d      -0.012       0.844       VALID       VALID  
               2  2 39  0e      -0.004       0.842       VALID       VALID  
               2  2 40  0f       0.006       0.857       VALID       VALID  
               2  2 41  10      -0.001       0.851       VALID       VALID  
               2  2 42  11       0.001       0.841       VALID       VALID  
               2  2 43  12       0.015       0.834       VALID       VALID  
               2  2 44  13      -0.007       0.844       VALID       VALID  
               2  2 45  14      -0.002       0.850       VALID       VALID  
               2  2 46  15       0.019       0.834       VALID       VALID  
               2  2 47  16      -0.014       0.842       VALID       VALID  
               2  2 48  17      -0.010       0.831       VALID       VALID  
               2  2 49  18       0.000       0.845       VALID       VALID  
               2  2 50  19      -0.004       0.829       VALID       VALID  
               2  2 51  1a       0.001       0.841       VALID       VALID  
               2  2 53  1b       0.010       0.839       VALID       VALID  
               2  2 54  1c      -0.009       0.830       VALID       VALID  
               2  2 55  1d      -0.020       0.839       VALID       VALID  
               2  2 56  1e       0.009       0.821       VALID       VALID  
               2  2 57  1f       0.006       0.824       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 151

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  2 58  00      -0.002       0.836       VALID       VALID  
               2  2 59  01       0.001       0.826       VALID       VALID  
               2  3  0  02       0.005       0.829       VALID       VALID  
               2  3  1  03      -0.001       0.836       VALID       VALID  
               2  3  2  04       0.016       0.841       VALID       VALID  
               2  3  3  05      -0.014       0.840       VALID       VALID  
               2  3  4  06      -0.004       0.840       VALID       VALID  
               2  3  5  07      -0.005       0.845       VALID       VALID  
               2  3  6  08      -0.006       0.832       VALID       VALID  
               2  3  7  09       0.019       0.839       VALID       VALID  
               2  3  8  0a       0.006       0.827       VALID       VALID  
               2  3  9  0b      -0.014       0.839       VALID       VALID  
               2  3 10  0c      -0.002       0.845       VALID       VALID  
               2  3 11  0d      -0.004       0.835       VALID       VALID  
               2  3 12  0e       0.004       0.842       VALID       VALID  
               2  3 13  0f      -0.012       0.842       VALID       VALID  
               2  3 14  10      -0.007       0.841       VALID       VALID  
               2  3 15  11      -0.001       0.835       VALID       VALID  
               2  3 16  12      -0.011       0.831       VALID       VALID  
               2  3 17  13      -0.007       0.832       VALID       VALID  
               2  3 18  14       0.005       0.822       VALID       VALID  
               2  3 19  15       0.005       0.842       VALID       VALID  
               2  3 20  16      -0.002       0.844       VALID       VALID  
               2  3 21  17      -0.011       0.851       VALID       VALID  
               2  3 22  18       0.001       0.837       VALID       VALID  
               2  3 23  19      -0.001       0.839       VALID       VALID  
               2  3 24  1a       0.000       0.832       VALID       VALID  
               2  3 25  1b      -0.004       0.834       VALID       VALID  
               2  3 26  1c       0.009       0.835       VALID       VALID  
               2  3 27  1d       0.000       0.851       VALID       VALID  
               2  3 28  1e      -0.007       0.827       VALID       VALID  
               2  3 29  1f      -0.004       0.846       VALID       VALID  
               2  3 30  00       0.002       0.826       VALID       VALID  
               2  3 31  01       0.004       0.851       VALID       VALID  
               2  3 32  02       0.006       0.839       VALID       VALID  
               2  3 33  03       0.000       0.830       VALID       VALID  
               2  3 35  04      -0.007       0.837       VALID       VALID  
               2  3 36  05      -0.001       0.855       VALID       VALID  
               2  3 37  06      -0.004       0.845       VALID       VALID  
               2  3 38  07      -0.014       0.844       VALID       VALID  
               2  3 39  08      -0.009       0.842       VALID       VALID  
               2  3 40  09      -0.001       0.847       VALID       VALID  
               2  3 41  0a      -0.001       0.837       VALID       VALID  
               2  3 42  0b       0.004       0.834       VALID       VALID  
               2  3 43  0c      -0.005       0.841       VALID       VALID  
               2  3 44  0d       0.001       0.836       VALID       VALID  
               2  3 45  0e      -0.001       0.859       VALID       VALID  
               2  3 46  0f       0.004       0.837       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 152

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  3 47  10      -0.012       0.826       VALID       VALID  
               2  3 48  11      -0.009       0.831       VALID       VALID  
               2  3 49  12      -0.018       0.840       VALID       VALID  
               2  3 50  13       0.002       0.842       VALID       VALID  
               2  3 51  14      -0.004       0.841       VALID       VALID  
               2  3 52  15      -0.006       0.841       VALID       VALID  
               2  3 53  16      -0.002       0.831       VALID       VALID  
               2  3 54  17      -0.007       0.846       VALID       VALID  
               2  3 55  18       0.004       0.827       VALID       VALID  
               2  3 56  19       0.005       0.816       VALID       VALID  
               2  3 57  1a      -0.009       0.834       VALID       VALID  
               2  3 58  1b      -0.005       0.839       VALID       VALID  
               2  3 59  1c      -0.011       0.827       VALID       VALID  
               2  4  0  1d       0.005       0.824       VALID       VALID  
               2  4  1  1e       0.006       0.851       VALID       VALID  
               2  4  2  1f       0.006       0.837       VALID       VALID  
               2  4  3  00      -0.007       0.830       VALID       VALID  
               2  4  4  01       0.001       0.831       VALID       VALID  
               2  4  5  02      -0.004       0.837       VALID       VALID  
               2  4  6  03       0.004       0.839       VALID       VALID  
               2  4  7  04      -0.004       0.830       VALID       VALID  
               2  4  8  05      -0.004       0.830       VALID       VALID  
               2  4  9  06       0.001       0.845       VALID       VALID  
               2  4 10  07      -0.015       0.831       VALID       VALID  
               2  4 11  08       0.016       0.841       VALID       VALID  
               2  4 12  09      -0.007       0.836       VALID       VALID  
               2  4 13  0a      -0.010       0.824       VALID       VALID  
               2  4 14  0b      -0.009       0.855       VALID       VALID  
               2  4 15  0c       0.006       0.836       VALID       VALID  
               2  4 16  0d       0.001       0.832       VALID       VALID  
               2  4 18  0e       0.021       0.834       VALID       VALID  
               2  4 19  0f       0.016       0.839       VALID       VALID  
               2  4 20  10       0.001       0.854       VALID       VALID  
               2  4 21  11       0.001       0.840       VALID       VALID  
               2  4 22  12      -0.009       0.842       VALID       VALID  
               2  4 23  13       0.001       0.846       VALID       VALID  
               2  4 24  14       0.015       0.829       VALID       VALID  
               2  4 25  15       0.005       0.830       VALID       VALID  
               2  4 26  16       0.004       0.839       VALID       VALID  
               2  4 27  17       0.000       0.839       VALID       VALID  
               2  4 28  18       0.000       0.836       VALID       VALID  
               2  4 29  19       0.024       0.824       VALID       VALID  
               2  4 30  1a      -0.004       0.836       VALID       VALID  
               2  4 31  1b      -0.015       0.829       VALID       VALID  
               2  4 32  1c       0.000       0.857       VALID       VALID  
               2  4 33  1d       0.005       0.836       VALID       VALID  
               2  4 34  1e       0.000       0.841       VALID       VALID  
               2  4 35  1f      -0.001       0.826       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 153

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  4 36  00       0.007       0.827       VALID       VALID  
               2  4 37  01      -0.002       0.844       VALID       VALID  
               2  4 38  02      -0.006       0.840       VALID       VALID  
               2  4 39  03       0.005       0.845       VALID       VALID  
               2  4 40  04      -0.006       0.839       VALID       VALID  
               2  4 41  05       0.011       0.831       VALID       VALID  
               2  4 42  06      -0.001       0.835       VALID       VALID  
               2  4 43  07      -0.011       0.849       VALID       VALID  
               2  4 44  08       0.000       0.835       VALID       VALID  
               2  4 45  09       0.005       0.840       VALID       VALID  
               2  4 46  0a      -0.002       0.841       VALID       VALID  
               2  4 47  0b       0.000       0.839       VALID       VALID  
               2  4 48  0c      -0.001       0.817       VALID       VALID  
               2  4 49  0d       0.002       0.834       VALID       VALID  
               2  4 50  0e      -0.010       0.859       VALID       VALID  
               2  4 51  0f       0.002       0.842       VALID       VALID  
               2  4 52  10      -0.006       0.835       VALID       VALID  
               2  4 53  11       0.011       0.845       VALID       VALID  
               2  4 54  12      -0.004       0.850       VALID       VALID  
               2  4 55  13      -0.010       0.846       VALID       VALID  
               2  4 56  14       0.010       0.841       VALID       VALID  
               2  4 57  15      -0.007       0.832       VALID       VALID  
               2  4 58  16      -0.018       0.839       VALID       VALID  
               2  4 59  17      -0.006       0.845       VALID       VALID  
               2  5  1  18      -0.005       0.835       VALID       VALID  
               2  5  2  19       0.001       0.832       VALID       VALID  
               2  5  3  1a       0.005       0.836       VALID       VALID  
               2  5  4  1b      -0.012       0.832       VALID       VALID  
               2  5  5  1c       0.015       0.827       VALID       VALID  
               2  5  6  1d       0.005       0.849       VALID       VALID  
               2  5  7  1e      -0.006       0.827       VALID       VALID  
               2  5  8  1f       0.012       0.829       VALID       VALID  
               2  5  9  00      -0.005       0.847       VALID       VALID  
               2  5 10  01       0.005       0.835       VALID       VALID  
               2  5 11  02       0.022       0.842       VALID       VALID  
               2  5 12  03      -0.009       0.812       VALID       VALID  
               2  5 13  04       0.011       0.842       VALID       VALID  
               2  5 14  05       0.001       0.846       VALID       VALID  
               2  5 15  06      -0.006       0.846       VALID       VALID  
               2  5 16  07      -0.005       0.840       VALID       VALID  
               2  5 17  08      -0.012       0.831       VALID       VALID  
               2  5 18  09      -0.001       0.831       VALID       VALID  
               2  5 19  0a      -0.004       0.837       VALID       VALID  
               2  5 20  0b      -0.006       0.820       VALID       VALID  
               2  5 21  0c      -0.006       0.832       VALID       VALID  
               2  5 22  0d       0.002       0.844       VALID       VALID  
               2  5 23  0e       0.001       0.834       VALID       VALID  
               2  5 24  0f      -0.001       0.841       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 154

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  5 25  10      -0.002       0.844       VALID       VALID  
               2  5 26  11       0.002       0.840       VALID       VALID  
               2  5 27  12       0.000       0.835       VALID       VALID  
               2  5 28  13      -0.002       0.827       VALID       VALID  
               2  5 29  14       0.002       0.842       VALID       VALID  
               2  5 30  15       0.004       0.836       VALID       VALID  
               2  5 31  16      -0.004       0.839       VALID       VALID  
               2  5 32  17       0.002       0.835       VALID       VALID  
               2  5 33  18      -0.004       0.824       VALID       VALID  
               2  5 34  19      -0.004       0.841       VALID       VALID  
               2  5 35  1a      -0.002       0.831       VALID       VALID  
               2  5 36  1b      -0.009       0.839       VALID       VALID  
               2  5 37  1c       0.000       0.836       VALID       VALID  
               2  5 38  1d       0.000       0.839       VALID       VALID  
               2  5 39  1e      -0.015       0.850       VALID       VALID  
               2  5 40  1f       0.002       0.829       VALID       VALID  
               2  5 41  00      -0.014       0.840       VALID       VALID  
               2  5 43  01      -0.004       0.835       VALID       VALID  
               2  5 44  02       0.001       0.834       VALID       VALID  
               2  5 45  03      -0.007       0.841       VALID       VALID  
               2  5 46  04      -0.004       0.831       VALID       VALID  
               2  5 47  05       0.001       0.840       VALID       VALID  
               2  5 48  06      -0.002       0.847       VALID       VALID  
               2  5 49  07      -0.002       0.817       VALID       VALID  
               2  5 50  08       0.009       0.822       VALID       VALID  
               2  5 51  09       0.000       0.840       VALID       VALID  
               2  5 52  0a       0.007       0.845       VALID       VALID  
               2  5 53  0b       0.000       0.847       VALID       VALID  
               2  5 54  0c      -0.009       0.844       VALID       VALID  
               2  5 55  0d       0.000       0.844       VALID       VALID  
               2  5 56  0e       0.010       0.840       VALID       VALID  
               2  5 57  0f       0.007       0.835       VALID       VALID  
               2  5 58  10      -0.010       0.835       VALID       VALID  
               2  5 59  11      -0.005       0.831       VALID       VALID  
               2  6  0  12       0.000       0.829       VALID       VALID  
               2  6  1  13       0.007       0.842       VALID       VALID  
               2  6  2  14       0.001       0.840       VALID       VALID  
               2  6  3  15      -0.001       0.846       VALID       VALID  
               2  6  4  16      -0.005       0.831       VALID       VALID  
               2  6  5  17      -0.001       0.829       VALID       VALID  
               2  6  6  18       0.002       0.809       VALID       VALID  
               2  6  7  19      -0.005       0.840       VALID       VALID  
               2  6  8  1a       0.005       0.832       VALID       VALID  
               2  6  9  1b      -0.015       0.836       VALID       VALID  
               2  6 10  1c       0.004       0.852       VALID       VALID  
               2  6 11  1d       0.000       0.834       VALID       VALID  
               2  6 12  1e      -0.009       0.836       VALID       VALID  
               2  6 13  1f       0.009       0.840       VALID       VALID  

                                    GSAT-11 PID AND TM CHANNEL TABULAR OUTPUT                               PAGE  : 155

Required period  : 21-AUG-2024 00 00 00  TO 31-AUG-2024 00 00 00        STATION : HSN1                          5 SEP 2024
Available period : 21 AUG 2024 00:00:05  TO 31 AUG 2024 00:00:00    THIN. FACTOR:   1     PTM:EXCLUDE  CRC:ENABLE                   13:24:43


                              ES-1 ROLL   ES-1 PITCH  ES-1 DATA   ES-1 SCAN  
                              ERROR  DEG   ERROR DEG  VALID STS   VALID STS  
  DD MMM YYYY HH MM SS FID    7761        7762        4800        4802    

               2  6 14  00       0.001       0.842       VALID       VALID  
               2  6 15  01       0.000       0.847       VALID       VALID  
               2  6 16  02       0.007       0.836       VALID       VALID  
               2  6 17  03      -0.001       0.827       VALID       VALID  
               2  6 18  04       0.010       0.827       VALID       VALID  
               2  6 19  05       0.000       0.844       VALID       VALID  
               2  6 20  06       0.004       0.841       VALID       VALID  
               2  6 21  07       0.005       0.841       VALID       VALID  
               2  6 22  08      -0.002       0.835       VALID       VALID  
               2  6 23  09       0.005       0.840       VALID       VALID  
               2  6 24  0a       0.001       0.836       VALID       VALID  
               2  6 26  0b      -0.007       0.830       VALID       VALID  
               2  6 27  0c       0.002       0.852       VALID       VALID  
               2  6 28  0d       0.004       0.844       VALID       VALID  
               2  6 29  0e       0.004       0.840       VALID       VALID  
               2  6 30  0f      -0.001       0.826       VALID       VALID  
               2  6 31  10       0.000       0.826       VALID       VALID  
               2  6 32  11      -0.005       0.829       VALID       VALID  
               2  6 33  12      -0.001       0.851       VALID       VALID  
               2  6 34  13      -0.005       0.837       VALID       VALID  
               2  6 35  14      -0.012       0.847       VALID       VALID  
               2  6 36  15       0.001       0.840       VALID       VALID  
               2  6 37  16      -0.016       0.841       VALID       VALID  
               2  6 38  17      -0.021       0.841       VALID       VALID  
               2  6 39  18       0.004       0.836       VALID       VALID  
               2  6 40  19       0.005       0.840       VALID       VALID  
